SKU,Product Name,Category,Location(s),Average Cost,Total Stock,On Order,Stock Min,Stock Max,Discontinued,hidden carton qty,hidden outer qty,hidden barcode unit,hidden barcode outer,hidden barcode carton
RTHEDIOI100-S,Ruthless 100ml Shortfill [Ez Duz It on Ice / 100ml],E-liquids - Shortfills,ELECTRA A5-C4,5.30,29,0,10,20,N,50,1,819371028076,00000,
RTHGD100-S,Ruthless 100ml Shortfill [Grape Drank / 100ml],E-liquids - Shortfills,ELECTRA A5-C5,5.30,33,20,56,112,N,50,1,819371028090,00000,
RTHGDOI100-S,Ruthless 100ml Shortfill [Grape Drank on Ice / 100ml],E-liquids - Shortfills,ELECTRA A5-C6,5.30,26,0,21,41,N,50,1,819371028106,00000,
RTHJF100-S,Ruthless 100ml Shortfill [Jungle Fever / 100ml],E-liquids - Shortfills,ELECTRA A5-C7,5.30,20,0,21,43,N,50,1,819371028113,00000,
RTHP100-S,Ruthless 100ml Shortfill [Paradize / 100ml],E-liquids - Shortfills,ELECTRA A5-C8,5.30,23,0,23,47,N,50,1,850008887604,00000,
RTHRGE100-S,Ruthless 100ml Shortfill [Rage / 100ml],E-liquids - Shortfills,ELECTRA B21-E7,5.30,0,50,5,100,N,50,1,,,
RTHRSE100-S,Ruthless 100ml Shortfill [Rise / 100ml],E-liquids - Shortfills,ELECTRA A5-C9,5.30,38,0,25,49,N,50,1,819371028182,00000,
RTHS100-S,Ruthless 100ml Shortfill [Strizzy / 100ml],E-liquids - Shortfills,ELECTRA A5-C11,5.30,44,0,10,20,N,50,1,819371028144,00000,
RTHSSOI100-S,Ruthless 100ml Shortfill [Skir Skirr on Ice / 100ml],E-liquids - Shortfills,ELECTRA A5-C10,5.30,35,0,6,12,N,50,1,819371028120,00000,
RTHTT100-S,Ruthless 100ml Shortfill [Tropic Thunda / 100ml],E-liquids - Shortfills,ELECTRA A5-C12,5.30,33,0,5,100,N,50,1,819371028168,819371028168,
RTXABK10-NS,Riot X 10mg Nic Salt [Apple Blackcurrant Kiwi / 10mg],E-liquids - Nic Salts,ELECTRA A19-B10,0.80,54,0,68,136,N,200,10,5056059580555,5056059580791,
RTXABK20-NS,Riot X 20mg Nic Salt [Apple Blackcurrant Kiwi / 20mg],E-liquids - Nic Salts,ELECTRA A19-C20,0.80,25,0,60,120,N,200,10,5056059580579,5056059580807,
RTXABK5-NS,Riot X 5mg Nic Salt [Apple Blackcurrant Kiwi / 5mg],E-liquids - Nic Salts,ELECTRA A7-C8,0.80,37,0,34,68,N,200,10,5056059580548,5056059580784,
RTXPBL10-NS,Riot X 10mg Nic Salt [Pineapple Blackberry Lime / 10mg],E-liquids - Nic Salts,ELECTRA A19-B16,0.80,94,0,75,151,N,200,10,5056059580630,5056059580852,
RTXPBL20-NS,Riot X 20mg Nic Salt [Pineapple Blackberry Lime / 20mg],E-liquids - Nic Salts,ELECTRA B7-C17,0.80,27,0,53,107,N,200,10,5056059580654,5056059580869,
RTXPBL5-NS,Riot X 5mg Nic Salt [Pineapple Blackberry Lime / 5mg],E-liquids - Nic Salts,ELECTRA B19-C4,0.80,-6,0,28,56,N,200,10,5056059580623,5056059580845,
RTXPOG10-NS,Riot X 10mg Nic Salt [Passionfruit Orange Guava / 10mg],E-liquids - Nic Salts,ELECTRA A19-A11,0.80,46,0,53,105,N,1,10,5056059580593,5056059580821,
RTXPOG20-NS,Riot X 20mg Nic Salt [Passionfruit Orange Guava / 20mg],E-liquids - Nic Salts,ELECTRA B7-C15,0.80,44,0,40,80,N,1,10,5056059580616,5056059580838,
RTXPOG5-NS,Riot X 5mg Nic Salt [Passionfruit Orange Guava / 5mg],E-liquids - Nic Salts,ELECTRA A14-F15,0.80,33,0,17,33,N,200,10,5056059580586,5056059580814,
RTXSABM10-NS,Riot X 10mg Nic Salt [Sweet Apple Banana & Mango / 10mg],E-liquids - Nic Salts,ELECTRA A19-A9,0.80,23,0,28,56,N,200,10,5056059580753,5056059580944,
RTXSABM20-NS,Riot X 20mg Nic Salt [Sweet Apple Banana & Mango / 20mg],E-liquids - Nic Salts,ELECTRA B7-C12,0.80,42,0,47,95,N,200,10,5056059580777,5056059580951,
RTXSABM5-NS,Riot X 5mg Nic Salt [Sweet Apple Banana & Mango / 5mg],E-liquids - Nic Salts,ELECTRA A16-I6,0.76,35,0,20,40,N,200,10,5056059580746,5056059580937,
RTXSCR10-NS,Riot X 10mg Nic Salt [Strawberry Cherry Raspberry / 10mg],E-liquids - Nic Salts,ELECTRA A19-B14,0.80,56,0,81,163,N,200,10,5056059580678,5056059580883,
RTXSCR20-NS,Riot X 20mg Nic Salt [Strawberry Cherry Raspberry / 20mg],E-liquids - Nic Salts,ELECTRA A19-C21,0.74,2,0,103,207,N,200,10,5056059580692,5056059580890,
RTXSCR5-NS,Riot X 5mg Nic Salt [Strawberry Cherry Raspberry / 5mg],E-liquids - Nic Salts,ELECTRA B19-C10,0.80,53,0,39,77,N,200,10,5056059580661,5056059580876,
RTXSPP10-NS,Riot X 10mg Nic Salt [Strawberry Peach Pineapple / 10mg],E-liquids - Nic Salts,ELECTRA B7-C9,0.74,96,0,117,235,N,200,10,5056059580715,5056059580913,
RTXSPP20-NS,Riot X 20mg Nic Salt [Strawberry Peach Pineapple / 20mg],E-liquids - Nic Salts,ELECTRA A19-C17,0.80,73,0,73,147,N,200,10,5056059580739,5056059580920,
RTXSPP5-NS,Riot X 5mg Nic Salt [Strawberry Peach Pineapple / 5mg],E-liquids - Nic Salts,ELECTRA B19-C11,0.80,41,0,67,135,N,200,10,5056059580708,5056059580906,
RUSHCDUBCRO6U-POS,Rush CDU Bundle Convenience [18 Units],POS,,0.01,-423,49,1,1,N,1,1,POSCDU,POSCDU,
RUSHLIGBI-NP,Rush Light 6mg Nicotine Pouches [Berry Ice / 6mg],Nicotine Pouches,ELECTRA G22-E11  MEZ-ASTON Z13-A5  WITTON TRADE C2-K6,1.30,128,0,3,7,N,240,5,8906001186052,8906001186571,
RUSHLIGIC-NP,Rush Light 6mg Nicotine Pouches [Ice Cool / 6mg],Nicotine Pouches,ELECTRA G22-E9  MEZ-ASTON Z13-B5  WITTON TRADE C6-G2,1.30,115,0,3,7,N,240,5,8906001186076,8906001186588,
RUSHLIGMF-NP,Rush Light 6mg Nicotine Pouches [Mango Freeze / 6mg],Nicotine Pouches,ELECTRA G22-E10  MEZ-ASTON Z13-C5  WITTON TRADE C8-C2,1.30,112,0,3,7,N,240,5,8906001186069,8906001186595,
RUSHPA4-POS,Rush Poster [A4],POS,,0.07,2500,0,5,100,N,1,1,,1234,
RUSHPBISP163-SP,Rush Pro Nicotine Pouches Sample Packs [Berry Ice / 3 Pack],POS,,0.00,0,0,5,100,N,1,1,,,
RUSHPICSP163-SP,Rush Pro Nicotine Pouches Sample Packs [Ice Cool / 3 Pack],POS,,0.00,0,0,5,100,N,1,1,,,
RUSHPIGSP103-SP,Rush Pro Nicotine Pouches Sample Packs [Icy Grape / 3 Pack],POS,,0.00,0,0,5,100,N,1,1,,,
RUSHSB6U-POS,Rush Sample Box [6 Units],POS,,0.00,0,0,5,100,N,1,1,,,
RUSHSBRO18U-POS,Rush Sample Box Roll Out [18 Units],POS,,0.00,0,0,5,100,N,1,1,,,
RUSHSSMPMF-SP,Rush Sample Sachet Multi Pack [Mixed Flavours],POS,,0.01,312,0,1,1,N,1,1,,00000000,
RUSHTW-POS,Rush [Till Wobbler],POS,,0.20,2500,0,5,100,N,1,1,,1234,
RUSHTYLA5-POS,Rush Thank You Letter [A5],POS,,0.01,300,2100,5,100,N,1,1,1234,1234,
RXA2PB-POS,Riot X A2 Poster [Brand],POS,,0.01,0,0,2,4,Y,1,1,,0000000000000,
RXA2PF-POS,Riot X A2 Poster [Flavour],POS,,0.01,0,0,1,3,Y,1,1,,0000000000000,
RXA5PLVSLT-POS,Riot X A5 Promotional Leaflet [VSL Trade],POS,,0.01,0,0,5,100,Y,1,1,,1234,
RXBP10-NS,Riot X 10mg Nic Salt [Blackcurrant & Passionfruit / 10mg],E-liquids - Nic Salts,ELECTRA A19-B12  WITTON TRADE B16-A1,0.80,120,0,86,172,N,200,10,5056059572383,5056059572741,
RXBP20-NS,Riot X 20mg Nic Salt [Blackcurrant & Passionfruit / 20mg],E-liquids - Nic Salts,ELECTRA A19-B20  WITTON TRADE B16-D1,0.75,30,0,45,89,N,200,10,5056059572390,5056059572758,
RXBP5-NS,Riot X 5mg Nic Salt [Blackcurrant & Passionfruit / 5mg],E-liquids - Nic Salts,ELECTRA A7-C9,0.80,34,0,63,125,N,200,10,5056059572376,5056059572734,
RXBPF10-NS,Riot X 10mg Nic Salt [Blueberry & Peach Fizz / 10mg],E-liquids - Nic Salts,ELECTRA A19-A12  WITTON TRADE B16-A2,0.76,101,0,91,183,N,200,10,5056059572413,5056059572772,
RXBPF20-NS,Riot X 20mg Nic Salt [Blueberry & Peach Fizz / 20mg],E-liquids - Nic Salts,ELECTRA B7-C10  WITTON TRADE B16-D2,0.80,50,0,41,81,N,200,10,5056059572420,5056059572789,
RXBPF5-NS,Riot X 5mg Nic Salt [Blueberry & Peach Fizz / 5mg],E-liquids - Nic Salts,ELECTRA A7-C11,0.77,73,0,102,204,N,200,10,5056059572406,5056059572765,
RXBRSW10-NS,Riot X 10mg Nic Salt [Blue Razz Sour Watermelon / 10mg],E-liquids - Nic Salts,ELECTRA A19-C10  WITTON TRADE B16-A5,0.74,88,0,173,345,N,1,10,5056059578545,5056059578781,
RXBRSW20-NS,Riot X 20mg Nic Salt [Blue Razz Sour Watermelon / 20mg],E-liquids - Nic Salts,ELECTRA A19-C22  WITTON TRADE B16-D5,0.76,54,0,99,199,N,200,10,5056059578569,5056059578798,
RXBRSW5-NS,Riot X 5mg Nic Salt [Blue Razz Sour Watermelon / 5mg],E-liquids - Nic Salts,ELECTRA A7-C10,0.80,59,0,51,103,N,200,10,5056059578538,5056059578774,
RXBSS10-NS,Riot X 10mg Nic Salt [Blueberry Sour Strawberry / 10mg],E-liquids - Nic Salts,ELECTRA A19-C15  WITTON TRADE B16-A3,0.80,58,0,196,392,N,200,10,5056059572444,5056059572802,
RXBSS20-NS,Riot X 20mg Nic Salt [Blueberry Sour Strawberry / 20mg],E-liquids - Nic Salts,ELECTRA A19-B21  WITTON TRADE B16-D3,0.80,1,0,51,103,N,200,10,5056059572451,5056059572819,
RXBSS5-NS,Riot X 5mg Nic Salt [Blueberry Sour Strawberry / 5mg],E-liquids - Nic Salts,ELECTRA A7-C12  ELECTRA P2-A2,0.75,131,0,137,273,N,200,10,5056059572437,5056059572796,
RXCDUS-POS,Riot X CDU [Small],POS,,0.01,12,0,7,15,N,1,1,0000000000000,0000000000000,
RXCHC10-NS,Riot X 10mg Nic Salt [Cherry Colada / 10mg],E-liquids - Nic Salts,ELECTRA A19-B9  WITTON TRADE B16-C6,0.74,67,0,81,163,N,200,10,5056059578743,5056059578934,
RXCHC20-NS,Riot X 20mg Nic Salt [Cherry Colada / 20mg],E-liquids - Nic Salts,ELECTRA B7-C14  WITTON TRADE B16-F6,0.80,11,0,47,93,N,200,10,5056059578767,5056059578941,
RXCHC5-NS,Riot X 5mg Nic Salt [Cherry Colada / 5mg],E-liquids - Nic Salts,ELECTRA A16-K11,0.76,8,0,45,91,N,200,10,5056059578736,5056059578927,
RXCHI10-NS,Riot X 10mg Nic Salt [Cherry Ice / 10mg],E-liquids - Nic Salts,ELECTRA A19-B15  WITTON TRADE B16-A4,0.76,86,0,171,343,N,200,10,5056059572475,5056059572833,
RXCHI20-NS,Riot X 20mg Nic Salt [Cherry Ice / 20mg],E-liquids - Nic Salts,ELECTRA A19-B17  WITTON TRADE B16-D4,0.76,60,0,96,192,N,200,10,5056059572482,5056059572840,
RXCHI5-NS,Riot X 5mg Nic Salt [Cherry Ice / 5mg],E-liquids - Nic Salts,ELECTRA A7-C13,0.80,69,0,117,235,N,200,10,5056059572468,5056059572826,
RXCI10-NS,Riot X 10mg Nic Salt [Cola Ice / 10mg],E-liquids - Nic Salts,ELECTRA A19-B11  WITTON TRADE B16-B1,0.80,82,0,125,251,N,200,10,5056059572505,5056059572864,
RXCI20-NS,Riot X 20mg Nic Salt [Cola Ice / 20mg],E-liquids - Nic Salts,ELECTRA A19-C19  WITTON TRADE B16-E1,0.80,63,0,67,133,N,200,10,5056059572512,5056059572871,
RXCI5-NS,Riot X 5mg Nic Salt [Cola Ice / 5mg],E-liquids - Nic Salts,ELECTRA A7-C14,0.80,69,0,67,135,N,200,10,5056059572499,5056059572857,
RXDF10-NS,Riot X 10mg Nic Salt [Dark Fruits / 10mg],E-liquids - Nic Salts,ELECTRA A19-C16  WITTON TRADE B16-B2,0.80,12,0,165,329,N,200,10,5056059572536,5056059572895,
RXDF20-NS,Riot X 20mg Nic Salt [Dark Fruits / 20mg],E-liquids - Nic Salts,ELECTRA A19-C23  ELECTRA P20-C3  WITTON TRADE B16-E2,0.80,151,0,133,265,N,200,10,5056059572543,5056059572901,
RXDF5-NS,Riot X 5mg Nic Salt [Dark Fruits / 5mg],E-liquids - Nic Salts,ELECTRA A7-C15,0.76,29,0,109,217,N,200,10,5056059572529,5056059572888,
RXFC-POS,Riot X [Flavour Card],POS,WITTON TRADE P3-A6,0.01,0,0,1,3,Y,1,1,,0000000000000,
RXGS10-NS,Riot X 10mg Nic Salt [Grape & Strawberry / 10mg],E-liquids - Nic Salts,ELECTRA A19-C13  WITTON TRADE B16-B3,0.80,25,0,148,296,N,1,10,5056059572567,5056059572925,
RXGS20-NS,Riot X 20mg Nic Salt [Grape & Strawberry / 20mg],E-liquids - Nic Salts,ELECTRA A19-B22  WITTON TRADE B16-E3,0.80,74,0,70,140,N,200,10,5056059572574,5056059572932,
RXGS5-NS,Riot X 5mg Nic Salt [Grape & Strawberry / 5mg],E-liquids - Nic Salts,ELECTRA A7-C16,0.74,90,0,125,251,N,200,10,5056059572550,5056059572918,
RXMBG10-NS,Riot X 10mg Nic Salt [Mango & Blackcurrant Gelato / 10mg],E-liquids - Nic Salts,ELECTRA A19-A15  WITTON TRADE B16-B5,0.78,57,0,144,288,N,200,10,5056059578583,5056059578811,
RXMBG20-NS,Riot X 20mg Nic Salt [Mango & Blackcurrant Gelato / 20mg],E-liquids - Nic Salts,ELECTRA A19-B23  WITTON TRADE B16-E5,0.77,63,0,84,168,N,200,10,5056059578606,5056059578828,
RXMBG5-NS,Riot X 5mg Nic Salt [Mango & Blackcurrant Gelato / 5mg],E-liquids - Nic Salts,ELECTRA B19-C1,0.80,47,0,51,103,N,200,10,5056059578576,5056059578804,
RXMCB10-NS,Riot X 10mg Nic Salt [Morello Cherry & Banana / 10mg],E-liquids - Nic Salts,ELECTRA A19-A14  WITTON TRADE B16-B4,0.80,99,0,110,220,N,200,10,5056059572598,5056059572956,
RXMCB20-NS,Riot X 20mg Nic Salt [Morello Cherry & Banana / 20mg],E-liquids - Nic Salts,ELECTRA A19-B18  WITTON TRADE B16-E4,0.77,88,0,82,164,N,200,10,5056059572604,5056059572963,
RXMCB5-NS,Riot X 5mg Nic Salt [Morello Cherry & Banana / 5mg],E-liquids - Nic Salts,ELECTRA B19-C2,0.80,43,0,27,53,N,200,10,5056059572581,5056059572949,
RXMJRP60G12X-C,Rose Xmas Jelly & Rock Pop 60g RRP £1.25 [12 pcs],Non-Vape - Confectionary,,6.24,0,0,1,1,Y,1,1,5056192401502,5056192413420,
RXMNSFSDU56X-C,Rose Christmas Novelty Stand FSDU RRP £1.25 [56 pcs],Non-Vape - Confectionary,,28.00,-3,0,1,1,Y,1,1,00000000000,05056192413376,
RXORI10-NS,Riot X 10mg Nic Salt [Orange & Raspberry Ice / 10mg],E-liquids - Nic Salts,ELECTRA A19-C12  WITTON TRADE B16-C1,0.76,75,0,171,341,N,200,10,5056059572628,5056059572987,
RXORI20-NS,Riot X 20mg Nic Salt [Orange & Raspberry Ice / 20mg],E-liquids - Nic Salts,ELECTRA A19-B24  WITTON TRADE B16-F1,0.80,30,0,45,91,N,200,10,5056059572635,5056059572994,
RXORI5-NS,Riot X 5mg Nic Salt [Orange & Raspberry Ice / 5mg],E-liquids - Nic Salts,ELECTRA P2-A2  ELECTRA B19-C3,0.76,144,0,62,124,N,1,10,5056059572611,5056059572970,
RXPLL10-NS,Riot X 10mg Nic Salt [Pink Lemon & Lime / 10mg],E-liquids - Nic Salts,ELECTRA A19-C9  WITTON TRADE B16-A6,0.77,109,0,149,299,N,200,10,5056059578620,5056059578842,
RXPLL20-NS,Riot X 20mg Nic Salt [Pink Lemon & Lime / 20mg],E-liquids - Nic Salts,ELECTRA A19-C18  WITTON TRADE B16-D6,0.80,23,0,71,141,N,200,10,5056059578644,5056059578859,
RXPLL5-NS,Riot X 5mg Nic Salt [Pink Lemon & Lime / 5mg],E-liquids - Nic Salts,ELECTRA B19-C5,0.78,55,0,69,139,N,200,10,5056059578613,5056059578835,
RXSBMM10-NS,Riot X 10mg Nic Salt [Strawberry & Banana Marshmallow / 10mg],E-liquids - Nic Salts,ELECTRA A19-C11  WITTON TRADE B16-C5,0.75,45,0,188,376,N,200,10,5056059578705,5056059578903,
RXSBMM20-NS,Riot X 20mg Nic Salt [Strawberry & Banana Marshmallow / 20mg],E-liquids - Nic Salts,ELECTRA A19-C24  WITTON TRADE B16-F5,0.77,128,0,127,253,N,200,10,5056059578729,5056059578910,
RXSBMM5-NS,Riot X 5mg Nic Salt [Strawberry & Banana Marshmallow / 5mg],E-liquids - Nic Salts,ELECTRA B19-C8,0.80,30,0,61,121,N,200,10,5056059578699,5056059578897,
RXSGC10-NS,Riot X 10mg Nic Salt [Sour Grape Chew / 10mg],E-liquids - Nic Salts,ELECTRA A19-A13  WITTON TRADE B16-B6,0.80,55,0,87,175,N,200,10,5056059578668,5056059578873,
RXSGC20-NS,Riot X 20mg Nic Salt [Sour Grape Chew / 20mg],E-liquids - Nic Salts,ELECTRA A19-B19  WITTON TRADE B16-E6,0.80,143,0,49,97,N,200,10,5056059578682,5056059578880,
RXSGC5-NS,Riot X 5mg Nic Salt [Sour Grape Chew / 5mg],E-liquids - Nic Salts,ELECTRA B19-C6,0.80,51,0,49,99,N,200,10,5056059578651,5056059578866,
RXSM10-NS,Riot X 10mg Nic Salt [Sweet Mint / 10mg],E-liquids - Nic Salts,ELECTRA A19-C14  WITTON TRADE B16-C4,0.80,71,0,207,415,N,200,10,5056059572710,5056059573076,
RXSM20-NS,Riot X 20mg Nic Salt [Sweet Mint / 20mg],E-liquids - Nic Salts,ELECTRA B7-C13  WITTON TRADE B16-F4,0.73,25,0,97,193,N,200,10,5056059572727,5056059573083,
RXSM5-NS,Riot X 5mg Nic Salt [Sweet Mint / 5mg],E-liquids - Nic Salts,ELECTRA B19-C12,0.75,102,0,143,287,N,200,10,5056059572703,5056059573069,
RXSMC10-NS,Riot X 10mg Nic Salt [Strawberry & Melon Chew / 10mg],E-liquids - Nic Salts,ELECTRA A19-R3  ELECTRA A19-B13  ELECTRA P12-A3  WITTON TRADE B16-C3,0.77,301,0,122,244,N,200,10,5056059572680,5056059573045,
RXSMC20-NS,Riot X 20mg Nic Salt [Strawberry & Melon Chew / 20mg],E-liquids - Nic Salts,ELECTRA B7-C11  WITTON TRADE B16-F3,0.73,28,0,43,85,N,200,10,5056059572697,5056059573052,
RXSMC5-NS,Riot X 5mg Nic Salt [Strawberry & Melon Chew / 5mg],E-liquids - Nic Salts,ELECTRA B19-C9,0.80,80,0,61,123,N,200,10,5056059572673,5056059573038,
RXSPR10-NS,Riot X 10mg Nic Salt [Sour Pineapple Razz / 10mg],E-liquids - Nic Salts,ELECTRA A19-A10  WITTON TRADE B16-C2,0.80,19,0,84,168,N,200,10,5056059572659,5056059573014,
RXSPR20-NS,Riot X 20mg Nic Salt [Sour Pineapple Razz / 20mg],E-liquids - Nic Salts,ELECTRA B7-C16  WITTON TRADE B16-F2,0.74,34,0,35,71,N,200,10,5056059572666,5056059573021,
RXSPR5-NS,Riot X 5mg Nic Salt [Sour Pineapple Razz / 5mg],E-liquids - Nic Salts,ELECTRA B15-R3  ELECTRA P2-A2  ELECTRA B19-C7,0.73,84,0,56,112,N,200,10,5056059572642,5056059573007,
RXWS-POS,Riot X [Window Sticker],POS,,0.01,0,0,1,1,N,1,1,,0000000000000,
S-POS,Shipping - Cyprus Export Invoice %231456171 [Shipping],POS,,0.00,-1,0,1,1,N,1,1,,,
S1-POS,Shipping [Shipping],Other,,0.00,-74,0,3,7,N,1,1,,,
S1509175-POS,Shipping	1588872 [Shipping],POS,,0.00,-2,0,1,1,N,1,1,,,
S600PKBI-PK,SKE 600 Pro Prefilled Pod Kit [Berry Ice / 20mg],Pre-filled Pod Kits,ELECTRA C6-A8  WITTON TRADE F4-C4,1.80,10,400,649,1297,N,400,10,6942417233074,6942417233159,
S600PKBI-PP,SKE 600 Pro Prefilled Pods 2 Pack [Berry Ice / 20mg],Pre-filled Pods,ELECTRA C6-C10  WITTON TRADE C11-C15,1.71,9,0,521,1043,N,200,10,6942417238574,6942417238703,
S600PKBR-PK,SKE 600 Pro Prefilled Pod Kit [Blueberry Raspberries / 20mg],Pre-filled Pod Kits,ELECTRA A21-R3  ELECTRA A17-C18  WITTON TRADE F4-A1,1.83,165,1400,0,0,N,400,10,6942417228902,6942417228957,
S600PKBR-PP,SKE 600 Pro Prefilled Pods 2 Pack [Blueberry Raspberries / 20mg],Pre-filled Pods,ELECTRA C6-C9  WITTON TRADE C13-C12,1.71,-21,400,821,1643,N,200,10,6942417234637,6942417234781,
S600PKBRL-PK,SKE 600 Pro Prefilled Pod Kit [Blue Razz Lemonade / 20mg],Pre-filled Pod Kits,ELECTRA C6-B3  WITTON TRADE F4-A3,1.80,572,200,1545,3091,N,400,10,6942417232619,6942417232671,
S600PKBRL-PP,SKE 600 Pro Prefilled Pods 2 Pack [Blue Razz Lemonade / 20mg],Pre-filled Pods,ELECTRA C6-C1  WITTON TRADE C13-C13,1.75,-793,600,1278,2556,N,200,10,6942417234552,6942417234705,
S600PKBSR-PK,SKE 600 Pro Prefilled Pod Kit [Blueberry Sour Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA T12-A2  ELECTRA C6-B1  WITTON TRADE F4-A5,1.80,8735,400,1486,2972,N,400,10,6942417232602,6942417232664,
S600PKBSR-PP,SKE 600 Pro Prefilled Pods 2 Pack [Blueberry Sour Raspberry / 20mg],Pre-filled Pods,ELECTRA C6-C6  WITTON TRADE C13-C16,1.43,-653,0,1053,2107,N,200,10,6942417234569,6942417234712,
S600PKCHI-PK,SKE 600 Pro Prefilled Pod Kit [Cherry Ice / 20mg],Pre-filled Pod Kits,ELECTRA C6-B6  WITTON TRADE F4-A2,1.80,-35,1200,1802,3604,N,400,10,6942417228926,6942417228971,
S600PKCHI-PP,SKE 600 Pro Prefilled Pods 2 Pack [Cherry Ice / 20mg],Pre-filled Pods,ELECTRA C6-C5  WITTON TRADE C13-C14,1.75,-1200,600,1393,2787,N,200,10,6942417234583,6942417234736,
S600PKCI-PK,SKE 600 Pro Prefilled Pod Kit [Cola Ice / 20mg],Pre-filled Pod Kits,ELECTRA C6-A11  WITTON TRADE B8-D2,1.80,0,0,277,555,N,400,10,6942417235993,6942417236013,
S600PKCI-PP,SKE 600 Pro Prefilled Pods 2 Pack [Cola Ice / 20mg],Pre-filled Pods,ELECTRA C6-C7  WITTON TRADE C13-C15,1.71,-190,600,1251,2503,N,200,10,6942417238604,6942417238734,
S600PKFC-PK,SKE 600 Pro Prefilled Pod Kit [Fizzy Cherry / 20mg],Pre-filled Pod Kits,ELECTRA C6-A7  WITTON TRADE F4-A6,1.80,355,0,600,1200,N,400,10,6942417232633,6942417232695,
S600PKFC-PP,SKE 600 Pro Prefilled Pods 2 Pack [Fizzy Cherry / 20mg],Pre-filled Pods,ELECTRA C6-C3  WITTON TRADE C11-C13,1.71,0,400,1060,2120,N,200,10,6942417234613,6942417234767,
S600PKKPFG-PK,SKE 600 Pro Prefilled Pod Kit [Kiwi Passion Fruit Guava / 20mg],Pre-filled Pod Kits,ELECTRA C6-B10  WITTON TRADE F4-A7,1.80,0,400,762,1524,N,400,10,6942417233067,6942417233142,
S600PKKPFG-PP,SKE 600 Pro Prefilled Pods 2 Pack [Kiwi Passion Fruit Guava / 20mg],Pre-filled Pods,ELECTRA C6-D7  WITTON TRADE C11-C14,1.74,0,400,609,1219,N,200,10,6942417238567,6942417238697,
S600PKLL-PK,SKE 600 Pro Prefilled Pod Kit [Lemon & Lime / 20mg],Pre-filled Pod Kits,ELECTRA C6-B5  WITTON TRADE F4-A4,1.80,233,2000,2226,4452,N,400,10,6942417228919,6942417228964,
S600PKLL-PP,SKE 600 Pro Prefilled Pods 2 Pack [Lemon & Lime / 20mg],Pre-filled Pods,ELECTRA C7-A1  WITTON TRADE C13-C11,1.75,-1248,400,285,571,N,200,10,6942417234576,6942417234729,
S600PKM-PK,SKE 600 Pro Prefilled Pod Kit [Menthol / 20mg],Pre-filled Pod Kits,ELECTRA C6-B7  WITTON TRADE B8-D1,1.80,351,0,727,1453,N,400,10,6942417233081,6942417233166,
S600PKM-PP,SKE 600 Pro Prefilled Pods 2 Pack [Menthol / 20mg],Pre-filled Pods,ELECTRA C6-D2  WITTON TRADE C13-B10,1.70,-10,200,596,1192,N,200,10,6942417234668,6942417234811,
S600PKPI-PK,SKE 600 Pro Prefilled Pod Kit [Pineapple Ice / 20mg],Pre-filled Pod Kits,ELECTRA C6-B2  WITTON TRADE B8-D3,1.80,373,400,1661,3323,N,400,10,6942417232640,6942417232701,
S600PKPI-PP,SKE 600 Pro Prefilled Pods 2 Pack [Pineapple Ice / 20mg],Pre-filled Pods,ELECTRA C6-C4  WITTON TRADE C13-B11,1.71,116,400,1074,2148,N,200,10,6942417234620,6942417234774,
S600PKPL-PK,SKE 600 Pro Prefilled Pod Kit [Pink Lemonade / 20mg],Pre-filled Pod Kits,ELECTRA A17-C19  WITTON TRADE B8-D4,1.81,18,0,357,715,N,200,10,6942417232626,6942417232688,
S600PKPL-PP,SKE 600 Pro Prefilled Pods 2 Pack [Pink Lemonade / 20mg],Pre-filled Pods,ELECTRA C6-D3  WITTON TRADE C13-B12,1.73,-410,400,591,1183,N,200,10,6942417234590,6942417234743,
S600PKSB-PK,SKE 600 Pro Prefilled Pod Kit [Strawberry Burst / 20mg],Pre-filled Pod Kits,ELECTRA C6-B4  WITTON TRADE B8-D5,1.80,301,120,1360,2720,N,400,10,6942417228933,6942417228988,
S600PKSB-PP,SKE 600 Pro Prefilled Pods 2 Pack [Strawberry Burst / 20mg],Pre-filled Pods,ELECTRA C6-C8  WITTON TRADE B8-D8,1.71,-1203,800,1563,3127,N,200,10,6942417234644,6942417234798,
S600PKVI-PK,SKE 600 Pro Prefilled Pod Kit [VMT Ice / 20mg],Pre-filled Pod Kits,ELECTRA C6-A3  WITTON TRADE B8-D6,1.80,30,0,905,1809,N,400,10,6942417236006,6942417236020,
S600PKVI-PP,SKE 600 Pro Prefilled Pods 2 Pack [VMT Ice / 20mg],Pre-filled Pods,ELECTRA C6-D1  WITTON TRADE B8-D9,1.71,226,0,463,927,N,200,10,6942417238680,6942417238819,
S600PKWI-PK,SKE 600 Pro Prefilled Pod Kit [Watermelon Ice / 20mg],Pre-filled Pod Kits,ELECTRA A17-C20  WITTON TRADE B8-D7,1.80,-11,800,1723,3447,N,400,10,6942417228896,6942417228940,
S600PKWI-PP,SKE 600 Pro Prefilled Pods 2 Pack [Watermelon Ice / 20mg],Pre-filled Pods,ELECTRA C6-C2  WITTON TRADE B8-D10,1.71,-359,200,1218,2436,N,200,10,6942417234606,6942417234750,
SACRP0.6,Smok Acro Replacement Pods [DC 0.6 Ohm],XdeadX,,3.59,0,0,1,1,Y,1,1,6940695685530,6940695685530,
